State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,23/12/2025,2000.0,2197.0,2127.0
Maharashtra,Sangli,SANGLI,onion,Local,FAQ,24/12/2025,2026.0,2210.0,2153.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,25/12/2025,2090.0,2238.0,2176.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,26/12/2025,2101.0,2240.0,2184.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,27/12/2025,2128.0,2292.0,2209.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,28/12/2025,2090.0,2326.0,2229.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,29/12/2025,2201.0,2384.0,2263.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,30/12/2025,2145.0,2371.0,2272.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,31/12/2025,2208.0,2403.0,2310.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,01/01/2026,2232.0,2414.0,2313.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,02/01/2026,2164.0,2380.0,2305.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,03/01/2026,2269.0,2400.0,2342.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,04/01/2026,2250.0,2395.0,2329.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,05/01/2026,2222.0,2421.0,2352.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,06/01/2026,2221.0,2464.0,2360.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,07/01/2026,2270.0,2436.0,2343.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,08/01/2026,2202.0,2470.0,2334.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,09/01/2026,2243.0,2407.0,2335.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,10/01/2026,2267.0,2413.0,2329.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,11/01/2026,2223.0,2445.0,2325.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,12/01/2026,2249.0,2482.0,2335.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,13/01/2026,2209.0,2341.0,2287.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,14/01/2026,2175.0,2386.0,2286.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,15/01/2026,2217.0,2380.0,2281.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,16/01/2026,2140.0,2363.0,2289.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,17/01/2026,2243.0,2440.0,2317.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,18/01/2026,2249.0,2449.0,2336.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,19/01/2026,2292.0,2485.0,2351.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,20/01/2026,2324.0,2475.0,2406.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,21/01/2026,2290.0,2460.0,2408.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,22/01/2026,2295.0,2469.0,2396.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,23/01/2026,2250.0,2458.0,2369.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,24/01/2026,2237.0,2445.0,2381.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,25/01/2026,2219.0,2499.0,2361.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,26/01/2026,2277.0,2469.0,2353.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,27/01/2026,2256.0,2433.0,2359.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,28/01/2026,2333.0,2532.0,2392.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,29/01/2026,2314.0,2483.0,2398.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,30/01/2026,2295.0,2558.0,2418.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,31/01/2026,2310.0,2482.0,2424.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,01/02/2026,2367.0,2573.0,2433.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,02/02/2026,2389.0,2506.0,2440.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,03/02/2026,2317.0,2541.0,2422.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,04/02/2026,2271.0,2466.0,2392.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,05/02/2026,2326.0,2534.0,2409.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,06/02/2026,2317.0,2540.0,2433.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,07/02/2026,2384.0,2530.0,2443.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,08/02/2026,2274.0,2510.0,2421.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,09/02/2026,2261.0,2513.0,2400.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,10/02/2026,2293.0,2500.0,2401.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,11/02/2026,2367.0,2559.0,2437.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,12/02/2026,2266.0,2555.0,2410.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,13/02/2026,2281.0,2509.0,2422.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,14/02/2026,2288.0,2569.0,2434.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,15/02/2026,2353.0,2521.0,2432.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,16/02/2026,2354.0,2527.0,2421.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,17/02/2026,2299.0,2563.0,2443.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,18/02/2026,2309.0,2570.0,2421.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,19/02/2026,2360.0,2526.0,2424.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,20/02/2026,2313.0,2553.0,2433.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,21/02/2026,2361.0,2526.0,2447.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,22/02/2026,2323.0,2601.0,2460.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,23/02/2026,2372.0,2573.0,2473.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,24/02/2026,2367.0,2617.0,2487.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,25/02/2026,2377.0,2600.0,2516.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,26/02/2026,2388.0,2550.0,2496.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,27/02/2026,2394.0,2595.0,2491.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,28/02/2026,2455.0,2562.0,2508.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,01/03/2026,2335.0,2553.0,2467.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,02/03/2026,2342.0,2541.0,2469.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,03/03/2026,2330.0,2501.0,2442.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,04/03/2026,2339.0,2557.0,2443.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,05/03/2026,2304.0,2575.0,2427.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,06/03/2026,2246.0,2453.0,2376.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,07/03/2026,2287.0,2439.0,
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,08/03/2026,2303.0,2461.0,2394.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,09/03/2026,2349.0,2490.0,2415.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,10/03/2026,2343.0,2537.0,2459.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,11/03/2026,2324.0,2593.0,2469.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,12/03/2026,2431.0,2598.0,2523.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,13/03/2026,2462.0,2674.0,
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,14/03/2026,2462.0,2619.0,2559.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,15/03/2026,2480.0,2676.0,2579.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,16/03/2026,2482.0,2684.0,2572.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,17/03/2026,2427.0,2596.0,2541.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,18/03/2026,2477.0,2713.0,2577.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,19/03/2026,2425.0,2607.0,2541.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,20/03/2026,2493.0,2655.0,2546.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,21/03/2026,2387.0,2639.0,2531.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,22/03/2026,2475.0,2676.0,2571.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,23/03/2026,2396.0,2629.0,2540.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,24/03/2026,2490.0,2629.0,2547.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,25/03/2026,2398.0,2584.0,2532.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,26/03/2026,2455.0,2637.0,2517.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,27/03/2026,2425.0,2676.0,2538.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,28/03/2026,2480.0,2626.0,2558.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,29/03/2026,2449.0,2705.0,2574.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,30/03/2026,2487.0,2702.0,2574.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,31/03/2026,2493.0,2720.0,2577.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,01/04/2026,2446.0,2696.0,2571.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,02/04/2026,2539.0,2739.0,2599.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,03/04/2026,2549.0,2771.0,2631.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,04/04/2026,2543.0,2683.0,2632.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,05/04/2026,2495.0,2747.0,2640.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,06/04/2026,2524.0,2732.0,2637.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,07/04/2026,2494.0,2736.0,2611.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,08/04/2026,2452.0,2710.0,2581.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,09/04/2026,2525.0,2686.0,2581.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,10/04/2026,2464.0,2697.0,2558.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,11/04/2026,2474.0,2664.0,2538.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,12/04/2026,2418.0,2590.0,2530.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,13/04/2026,2479.0,2668.0,2536.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,14/04/2026,2402.0,2581.0,2523.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,15/04/2026,2356.0,2632.0,2487.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,16/04/2026,2303.0,2577.0,2452.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,17/04/2026,2306.0,2540.0,2434.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,18/04/2026,2336.0,2569.0,2428.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,19/04/2026,2377.0,2525.0,2428.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,20/04/2026,2347.0,2465.0,2403.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,21/04/2026,2286.0,2519.0,2411.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,22/04/2026,2244.0,2477.0,2390.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,23/04/2026,2336.0,2554.0,2408.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,24/04/2026,2346.0,2544.0,2397.0
Maharashtra,Sangli,SANGLI,onion,Local,FAQ,25/04/2026,2346.0,2508.0,2403.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,26/04/2026,2256.0,2505.0,2403.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,27/04/2026,2345.0,2553.0,2440.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,28/04/2026,2356.0,2604.0,2464.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,29/04/2026,2440.0,2587.0,2518.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,30/04/2026,2402.0,2583.0,2498.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,01/05/2026,2332.0,2628.0,2479.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,02/05/2026,2363.0,2587.0,2483.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,03/05/2026,2389.0,2573.0,2507.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,04/05/2026,2351.0,2624.0,2492.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,05/05/2026,2316.0,2596.0,2459.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,06/05/2026,2450.0,2558.0,2505.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,07/05/2026,2386.0,2600.0,2535.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,08/05/2026,2414.0,2611.0,2523.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,09/05/2026,2429.0,2597.0,2520.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,10/05/2026,2495.0,2687.0,2551.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,11/05/2026,2424.0,2695.0,2551.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,12/05/2026,2417.0,2627.0,2552.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,13/05/2026,2381.0,2637.0,2526.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,14/05/2026,2449.0,2639.0,2522.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,15/05/2026,2423.0,2601.0,2484.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,16/05/2026,2414.0,2643.0,2516.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,17/05/2026,2440.0,2651.0,2545.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,18/05/2026,2409.0,2637.0,2547.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,19/05/2026,2443.0,2634.0,2563.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,20/05/2026,2533.0,2648.0,2597.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,21/05/2026,2535.0,2718.0,2624.0
Maharashtra,Sangli,SANGLI,onion,Local,FAQ,22/05/2026,2440.0,2665.0,2580.0
Maharashtra,Sangli,SANGLI,onion,Local,FAQ,23/05/2026,2527.0,2729.0,2617.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,24/05/2026,2483.0,2764.0,2619.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,25/05/2026,2480.0,2724.0,2576.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,26/05/2026,2476.0,2658.0,2575.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,27/05/2026,2484.0,2605.0,2542.0
Maharashtra,Sangli,SANGLI,onion,Local,FAQ,28/05/2026,2496.0,2624.0,2559.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,29/05/2026,2500.0,2653.0,2568.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,30/05/2026,2405.0,2642.0,2545.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,31/05/2026,2451.0,2574.0,2520.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,01/06/2026,2466.0,2611.0,2533.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,02/06/2026,2459.0,2616.0,2530.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,03/06/2026,2404.0,2623.0,2504.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,04/06/2026,2350.0,2629.0,2487.0
Maharashtra,Sangli,SANGLI,onion,Local,FAQ,05/06/2026,2436.0,2570.0,2492.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,06/06/2026,2439.0,2578.0,2507.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,07/06/2026,2439.0,2624.0,2526.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,08/06/2026,2392.0,2613.0,2488.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,09/06/2026,2469.0,2598.0,2523.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,10/06/2026,2436.0,2640.0,2537.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,11/06/2026,2484.0,2640.0,2545.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,12/06/2026,2428.0,2593.0,2505.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,13/06/2026,2458.0,2592.0,2510.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,14/06/2026,2432.0,2633.0,2494.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,15/06/2026,2358.0,2585.0,2467.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,16/06/2026,2407.0,2570.0,2466.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,17/06/2026,2394.0,2628.0,2503.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,18/06/2026,2399.0,2563.0,2477.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,19/06/2026,2358.0,2580.0,2473.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,20/06/2026,2378.0,2503.0,2438.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,21/06/2026,2377.0,2518.0,2452.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,22/06/2026,2370.0,2577.0,2437.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,23/06/2026,2357.0,2517.0,2415.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,24/06/2026,2361.0,2512.0,2422.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,25/06/2026,2274.0,2558.0,2421.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,26/06/2026,2339.0,2523.0,2406.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,27/06/2026,2282.0,2531.0,2425.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,28/06/2026,2257.0,2453.0,2384.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,29/06/2026,2315.0,2490.0,2397.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,30/06/2026,2296.0,2468.0,2357.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,01/07/2026,2279.0,2466.0,2358.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,02/07/2026,2253.0,2411.0,2356.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,03/07/2026,2242.0,2389.0,2326.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,04/07/2026,2276.0,2469.0,2351.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,05/07/2026,2211.0,2447.0,2337.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,06/07/2026,2190.0,2418.0,2275.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,07/07/2026,2122.0,2402.0,2255.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,08/07/2026,2120.0,2332.0,2264.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,09/07/2026,2192.0,2373.0,2249.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,10/07/2026,2214.0,2408.0,2278.0
Maharashtra,Sangli,Sangli,Onion,Local,FAQ,11/07/2026,2215.0,2351.0,2285.0
Maharashtra,Kolhapur,KOLHAPUR,onion,Local,FAQ,04/12/2025,1993.0,2212.0,2110.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,05/12/2025,2013.0,2237.0,2099.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,06/12/2025,2035.0,2217.0,2129.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,07/12/2025,2023.0,2199.0,2119.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,08/12/2025,2047.0,2260.0,
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,09/12/2025,2074.0,2266.0,2162.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,10/12/2025,2105.0,2311.0,2167.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,11/12/2025,2074.0,2270.0,2187.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,12/12/2025,2083.0,2298.0,2195.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,13/12/2025,2046.0,2314.0,2185.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,14/12/2025,2098.0,2297.0,2173.0
Maharashtra,Kolhapur,KOLHAPUR,onion,Local,FAQ,15/12/2025,2099.0,2259.0,2152.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,16/12/2025,2080.0,2296.0,2164.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,17/12/2025,2111.0,2307.0,2172.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,18/12/2025,2036.0,2231.0,2166.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,19/12/2025,2068.0,2263.0,2141.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,20/12/2025,2044.0,2267.0,2163.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,21/12/2025,2122.0,2282.0,2197.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,22/12/2025,2056.0,2297.0,2152.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,23/12/2025,2125.0,2299.0,2190.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,24/12/2025,2199.0,2388.0,2251.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,25/12/2025,2111.0,2361.0,2254.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,26/12/2025,2145.0,2331.0,2266.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,27/12/2025,2164.0,2383.0,2272.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,28/12/2025,2169.0,2455.0,2312.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,29/12/2025,2204.0,2360.0,2299.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,30/12/2025,2191.0,2390.0,2300.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,31/12/2025,2273.0,2412.0,2328.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,01/01/2026,2198.0,2444.0,2302.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,02/01/2026,2176.0,2346.0,2261.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,03/01/2026,2180.0,2347.0,2252.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,04/01/2026,2230.0,2362.0,2294.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,05/01/2026,2086.0,2313.0,2227.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,06/01/2026,2117.0,2338.0,2225.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,07/01/2026,2160.0,2369.0,
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,08/01/2026,2091.0,2301.0,2191.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,09/01/2026,2120.0,2331.0,2191.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,10/01/2026,2120.0,2260.0,2191.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,11/01/2026,2084.0,2247.0,2190.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,12/01/2026,2048.0,2271.0,2176.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,13/01/2026,2020.0,2216.0,2110.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,14/01/2026,2071.0,2205.0,2137.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,15/01/2026,1988.0,2193.0,2102.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,16/01/2026,2030.0,2149.0,2083.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,17/01/2026,2053.0,2178.0,2106.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,18/01/2026,2065.0,2255.0,2138.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,19/01/2026,2010.0,2199.0,2125.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,20/01/2026,2077.0,2211.0,2137.0
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,21/01/2026,2022.0,2245.0,2155.0
