State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Is_Outlier
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-01-26,2018.0,2234.0,2150.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-01-27,2023.0,2209.0,2132.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-01-28,1985.0,2188.0,2097.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-01-29,1966.0,2190.0,2045.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-01-30,1961.0,2151.0,2087.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-01-31,1947.0,2216.0,2086.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-02-01,2021.0,2166.0,2114.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-02-02,2009.0,2198.0,2122.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-02-03,2015.0,2212.0,2079.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-02-04,2012.0,2156.0,2079.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-02-05,2036.0,2229.0,2088.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-02-06,2016.0,2198.0,2093.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-02-07,1954.0,2202.0,2069.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-02-08,1965.0,2192.0,2075.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-02-09,2032.0,2241.0,2100.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-02-10,1952.0,2109.0,2054.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-02-11,1955.0,2146.0,2022.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-02-12,1951.0,2115.0,2026.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-02-13,1928.0,2093.0,2007.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-02-14,1876.0,2081.0,1983.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-02-15,1893.0,2153.0,2009.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-02-16,1935.0,2064.0,1988.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-02-17,1895.0,2060.0,2005.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-02-18,1986.0,2196.0,2069.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-02-19,2006.0,2125.0,2067.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-02-20,1947.0,2159.0,2066.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-02-21,2035.0,2242.0,2110.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-02-22,2049.0,2235.0,2126.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-02-23,2064.0,2209.0,2150.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-02-24,2080.0,2253.0,2149.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-02-25,2027.0,2287.0,2164.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-02-26,2059.0,2313.0,2178.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-02-27,2130.0,2304.0,2205.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-02-28,2148.0,2323.0,2216.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-01,2079.0,2274.0,2221.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-02,2052.0,2341.0,2194.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-03,2076.0,2317.0,2220.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-04,2139.0,2354.0,2221.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-05,2168.0,2332.0,2222.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-06,2153.0,2331.0,2211.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-07,2119.0,2325.0,2203.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-08,2095.0,2328.0,2199.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-09,2106.0,2301.0,2188.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-10,2121.0,2246.0,2194.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-12,2075.0,2349.0,2219.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-13,2095.0,2330.0,2245.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-14,2134.0,2345.0,2232.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-15,2130.0,2415.0,2267.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-16,2164.0,2380.0,2256.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-17,2219.0,2354.0,2293.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-18,2179.0,2332.0,2259.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-19,2182.0,2288.0,2236.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-20,2147.0,2353.0,2235.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-21,2169.0,2386.0,2241.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-22,2122.0,2363.0,2266.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-23,2149.0,2327.0,2260.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-24,2153.0,2365.0,2264.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-25,2204.0,2345.0,2277.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-26,2133.0,2346.0,2261.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-27,2191.0,2394.0,2247.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-28,2163.0,2348.0,2283.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-29,2137.0,2341.0,2269.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-30,2165.0,2382.0,2274.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-03-31,2177.0,2374.0,2236.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-01,2081.0,2366.0,2220.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-02,2075.0,2342.0,2211.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-03,2168.0,2318.0,2227.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-04,2190.0,2353.0,2277.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-05,2219.0,2349.0,2277.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-06,2203.0,2379.0,2321.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-07,2223.0,2430.0,2321.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-08,2219.0,2436.0,2351.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-09,2291.0,2506.0,2368.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-10,2284.0,2530.0,2414.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-11,2315.0,2553.0,2435.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-12,2335.0,2572.0,2447.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-13,2359.0,2567.0,2443.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-14,2381.0,2579.0,2447.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-15,2396.0,2526.0,2447.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-16,2367.0,2627.0,2479.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-17,2332.0,2549.0,2445.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-18,2336.0,2525.0,2464.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-19,2324.0,2554.0,2470.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-20,2397.0,2653.0,2510.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-21,2419.0,2620.0,2499.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-22,2446.0,2611.0,2503.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-23,2478.0,2670.0,2533.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-24,2348.0,2642.0,2495.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-25,2355.0,2533.0,2481.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-26,2439.0,2573.0,2491.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-27,2412.0,2625.0,2530.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-28,2451.0,2678.0,2528.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-29,2426.0,2621.0,2492.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-04-30,2318.0,2509.0,2437.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-01,2328.0,2520.0,2443.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-02,2284.0,2494.0,2429.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-03,2353.0,2559.0,2445.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-04,2353.0,2520.0,2443.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-05,2303.0,2515.0,2442.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-06,2377.0,2501.0,2448.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-07,2280.0,2513.0,2416.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-08,2305.0,2521.0,2452.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-09,2334.0,2595.0,2461.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-10,2346.0,2585.0,2472.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-11,2347.0,2575.0,2477.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-12,2433.0,2558.0,2495.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-13,2408.0,2577.0,2478.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-14,2467.0,2631.0,2523.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-15,2463.0,2640.0,2544.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-16,2477.0,2585.0,2528.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-17,2407.0,2596.0,2517.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-18,2337.0,2592.0,2456.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-19,2358.0,2581.0,2432.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-20,2367.0,2531.0,2431.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-21,2362.0,2519.0,2468.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-22,2407.0,2592.0,2490.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-23,2431.0,2542.0,2484.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-24,2377.0,2530.0,2467.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-25,2382.0,2582.0,2512.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-26,2461.0,2588.0,2528.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-27,2510.0,2707.0,2563.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-28,2531.0,2690.0,2586.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-29,2482.0,2733.0,2603.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-30,2529.0,2744.0,2613.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-05-31,2551.0,2760.0,2646.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-01,2548.0,2774.0,2651.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-02,2498.0,2707.0,2635.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-03,2475.0,2707.0,2623.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-04,2520.0,2736.0,2636.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-05,2516.0,2744.0,2622.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-06,2552.0,2740.0,2622.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-07,2568.0,2678.0,2625.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-08,2482.0,2742.0,2619.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-09,2453.0,2670.0,2577.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-10,2398.0,2601.0,2547.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-11,2373.0,2618.0,2510.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-12,2453.0,2689.0,2552.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-13,2401.0,2633.0,2541.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-14,2416.0,2628.0,2557.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-15,2406.0,2631.0,2518.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-16,2380.0,2643.0,2502.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-17,2444.0,2586.0,2512.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-18,2436.0,2648.0,2511.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-19,2446.0,2642.0,2541.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-20,2503.0,2658.0,2569.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-21,2379.0,2602.0,2526.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-22,2366.0,2556.0,2493.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-23,2375.0,2617.0,2522.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-24,2440.0,2657.0,2524.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-25,2399.0,2567.0,2492.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-26,2463.0,2597.0,2530.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-27,2497.0,2675.0,2551.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-28,2409.0,2674.0,2543.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-29,2486.0,2732.0,2595.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-06-30,2511.0,2644.0,2588.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-07-01,2481.0,2728.0,2584.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-07-02,2520.0,2703.0,2602.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-07-03,2546.0,2665.0,2600.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-07-04,2528.0,2725.0,2623.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-07-05,2532.0,2748.0,2631.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-07-06,2589.0,2776.0,2659.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-07-07,2486.0,2692.0,2633.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-07-08,2480.0,2685.0,2617.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-07-09,2546.0,2799.0,2665.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-07-10,2569.0,2781.0,2669.0,False
Maharashtra,Kolhapur,Kolhapur,Onion,Local,FAQ,2026-07-11,2541.0,2785.0,2678.0,False
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,2025-12-04,2352.0,2555.0,2417.0,False
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,2025-12-05,2343.0,2525.0,2447.0,False
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,2025-12-06,2371.0,2561.0,2434.0,False
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,2025-12-07,2382.0,2524.0,2432.0,False
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,2025-12-08,2268.0,2488.0,2415.0,False
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,2025-12-10,2309.0,2568.0,2433.0,False
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,2025-12-11,2312.0,2484.0,2404.0,False
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,2025-12-12,2302.0,2502.0,2434.0,False
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,2025-12-13,2323.0,2550.0,2410.0,False
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,2025-12-14,2286.0,2511.0,2395.0,False
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,2025-12-15,2372.0,2534.0,2430.0,False
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,2025-12-16,2282.0,2518.0,2410.0,False
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,2025-12-17,2278.0,2477.0,2423.0,False
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,2025-12-18,2359.0,2560.0,2439.0,False
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,2025-12-19,2275.0,2461.0,2401.0,False
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,2025-12-20,2364.0,2594.0,2451.0,False
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,2025-12-21,2396.0,2649.0,2529.0,False
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,2025-12-22,2379.0,2640.0,2521.0,False
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,2025-12-23,2443.0,2702.0,2566.0,False
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,2025-12-24,2517.0,2672.0,2587.0,False
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,2025-12-25,2487.0,2719.0,2571.0,False
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,2025-12-26,2459.0,2688.0,2582.0,False
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,2025-12-27,2457.0,2702.0,2602.0,False
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,2025-12-28,2446.0,2698.0,2575.0,False
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,2025-12-29,2477.0,2618.0,2565.0,False
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,2025-12-30,2407.0,2659.0,2527.0,False
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,2025-12-31,2413.0,2665.0,2518.0,False
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,2026-01-01,2396.0,2654.0,2518.0,False
